lp,"nr pasażera PEKA",data,linia - kierunek,"godzina wejścia","godzina wyjścia","czas podróży(min)","przystanek wejściowy","przystanek wyjściowy","liczba przejechanych przystanków"
975,975,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
976,976,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
977,977,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
978,978,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
979,979,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
980,980,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
981,981,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
982,982,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
983,983,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
984,984,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
985,985,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
986,986,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
987,987,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
988,988,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
989,989,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
990,990,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
991,991,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
992,992,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
993,993,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
994,994,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
995,995,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
996,996,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
997,997,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
998,998,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
999,999,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
1000,1000,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
1001,1001,2025-11-08,7 połabska,09:00:00,09:30:00,00:30:00,ogrody OGDY42,kórnicka KORN45,19
